virus_taxid	virus_name	virus_lineage	short_name	name_taxid	host_name	host_lineage
2686072	Pseudomonas phage vB_PaeP_Lx18	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus 15pyo	vB_PaeP_Lx18	vB_PaeP_Lx18_taxid_2686072	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1639814	Pseudomonas phage vB_PaeP_MAG4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	vB_PaeP_MAG4	vB_PaeP_MAG4_taxid_1639814	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3025372	Pseudomonas phage vB_PaeP_P1G	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus	vB_PaeP_P1G	vB_PaeP_P1G_taxid_3025372	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1234701	Pseudomonas phage vB_PaeP_p2-10_Or1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; Bruynoghevirus PaP3	vB_PaeP_p2-10_Or1	vB_PaeP_p2-10_Or1_taxid_1234701	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2939766	Pseudomonas phage vB_PaeP_PaCe	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	vB_PaeP_PaCe	vB_PaeP_PaCe_taxid_2939766	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1548908	Pseudomonas phage vB_PaeP_PAO1_1-15pyo	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus 15pyo	vB_PaeP_PAO1_1-15pyo	vB_PaeP_PAO1_1-15pyo_taxid_1548908	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548902	Pseudomonas phage vB_PaeP_PAO1_Ab05	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus Ab05	vB_PaeP_PAO1_Ab05	vB_PaeP_PAO1_Ab05_taxid_1548902	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2696344	Pseudomonas phage vB_PaeP_PE3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus LUZ19	vB_PaeP_PE3	vB_PaeP_PE3_taxid_2696344	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1527525	Pseudomonas phage vB_PaeP_PPA-ABTNL	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus ABTNL	vB_PaeP_PPA-ABTNL	vB_PaeP_PPA-ABTNL_taxid_1527525	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3018996	Pseudomonas phage vB_PaeP_PS28	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; unclassified Schitoviridae	vB_PaeP_PS28	vB_PaeP_PS28_taxid_3018996	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2034342	Pseudomonas phage vB_PaeP_PYO2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	vB_PaeP_PYO2	vB_PaeP_PYO2_taxid_2034342	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2664213	Pseudomonas phage vB_PaeP_SPCB	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus PT5	vB_PaeP_SPCB	vB_PaeP_SPCB_taxid_2664213	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2664214	Pseudomonas phage vB_PaeP_SPCG	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus PT5	vB_PaeP_SPCG	vB_PaeP_SPCG_taxid_2664214	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2530025	Pseudomonas phage vB_PaeP_TF17	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fredfastierviridae; Jamesmcgillvirus; unclassified Jamesmcgillvirus	vB_PaeP_TF17	vB_PaeP_TF17_taxid_2530025	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1449437	Pseudomonas phage vB_PaeP_Tr60_Ab31	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_PaeP_Tr60_Ab31	vB_PaeP_Tr60_Ab31_taxid_1449437	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2924712	Pseudomonas phage vB_PaeP_TUMS_P10	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Luzseptimavirus; Luzseptimavirus KPP21	vB_PaeP_TUMS_P10	vB_PaeP_TUMS_P10_taxid_2924712	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2873372	Pseudomonas phage vB_PaeP_TUMS_P121	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	vB_PaeP_TUMS_P121	vB_PaeP_TUMS_P121_taxid_2873372	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2894395	Pseudomonas phage VB_PaeP_VL1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	VB_PaeP_VL1	VB_PaeP_VL1_taxid_2894395	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2588095	Pseudomonas phage vB_PaeP_YA3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_PaeP_YA3	vB_PaeP_YA3_taxid_2588095	['Pseudomonas aeruginosa UCBPP-PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2924904	Pseudomonas phage vB_Paer_Ps12	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	vB_Paer_Ps12	vB_Paer_Ps12_taxid_2924904	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2924905	Pseudomonas phage vB_Paer_Ps25	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	vB_Paer_Ps25	vB_Paer_Ps25_taxid_2924905	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2924906	Pseudomonas phage vB_Paer_PsCh	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	vB_Paer_PsCh	vB_Paer_PsCh_taxid_2924906	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2924907	Pseudomonas phage vB_Paer_PsIn	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	vB_Paer_PsIn	vB_Paer_PsIn_taxid_2924907	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2746928	Pseudomonas phage vB_PaeS-Yazdi-M	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; unclassified Septimatrevirus	vB_PaeS-Yazdi-M	vB_PaeS-Yazdi-M_taxid_2746928	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3022056	Pseudomonas phage vB_PaeS_B8	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	vB_PaeS_B8	vB_PaeS_B8_taxid_3022056	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2099649	Pseudomonas phage vB_PaeS_C1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; Septimatrevirus sv73	vB_PaeS_C1	vB_PaeS_C1_taxid_2099649	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2969618	Pseudomonas phage vB_PaeS_FBPa45	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Samunavirus; unclassified Samunavirus	vB_PaeS_FBPa45	vB_PaeS_FBPa45_taxid_2969618	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2822848	Pseudomonas phage vB_PaeS_PAJD-1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Queuovirinae; Nipunavirus; unclassified Nipunavirus	vB_PaeS_PAJD-1	vB_PaeS_PAJD-1_taxid_2822848	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1548905	Pseudomonas phage vB_PaeS_PAO1_Ab18	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Bradleyvirinae; Abidjanvirus; Pseudomonas virus Ab18	vB_PaeS_PAO1_Ab18	vB_PaeS_PAO1_Ab18_taxid_1548905	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548912	Pseudomonas phage vB_PaeS_PAO1_Ab19	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Bradleyvirinae; Abidjanvirus; Pseudomonas virus Ab19	vB_PaeS_PAO1_Ab19	vB_PaeS_PAO1_Ab19_taxid_1548912	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548918	Pseudomonas phage vB_PaeS_PAO1_Ab30	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	vB_PaeS_PAO1_Ab30	vB_PaeS_PAO1_Ab30_taxid_1548918	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1928621	Pseudomonas phage vB_PaeS_PAO1_HW12	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	vB_PaeS_PAO1_HW12	vB_PaeS_PAO1_HW12_taxid_1928621	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1926503	Pseudomonas phage vB_PaeS_PcyII-40_PfII40a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	vB_PaeS_PcyII-40_PfII40a	vB_PaeS_PcyII-40_PfII40a_taxid_1926503	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1743016	Pseudomonas phage vB_PaeS_PM105	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Beetrevirus; Beetrevirus PM105	vB_PaeS_PM105	vB_PaeS_PM105_taxid_1743016	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2034345	Pseudomonas phage vB_PaeS_S218	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Rabinowitzvirinae; Yuavirus; unclassified Yuavirus	vB_PaeS_S218	vB_PaeS_S218_taxid_2034345	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1476390	Pseudomonas phage vB_PaeS_SCH_Ab26	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; Septimatrevirus Ab26	vB_PaeS_SCH_Ab26	vB_PaeS_SCH_Ab26_taxid_1476390	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2382122	Pseudomonas phage vB_PaeS_SCUT-S3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; unclassified Septimatrevirus	vB_PaeS_SCUT-S3	vB_PaeS_SCUT-S3_taxid_2382122	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2488702	Pseudomonas phage vB_PaeS_SCUT-S4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; unclassified Septimatrevirus	vB_PaeS_SCUT-S4	vB_PaeS_SCUT-S4_taxid_2488702	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2900127	Pseudomonas phage vB_PaeS_TUMS_P6	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Luzseptimavirus; Luzseptimavirus KPP21	vB_PaeS_TUMS_P6	vB_PaeS_TUMS_P6_taxid_2900127	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2900128	Pseudomonas phage vB_PaeS_TUMS_P81	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	vB_PaeS_TUMS_P81	vB_PaeS_TUMS_P81_taxid_2900128	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2731695	Pseudomonas phage vB_Pae_AM.P2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Luzseptimavirus; Luzseptimavirus KPP21	vB_Pae_AM.P2	vB_Pae_AM.P2_taxid_2731695	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563491	Pseudomonas phage vB_Pae_BR123a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR123a	vB_Pae_BR123a_taxid_2563491	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563492	Pseudomonas phage vB_Pae_BR133a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR133a	vB_Pae_BR133a_taxid_2563492	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563493	Pseudomonas phage vB_Pae_BR141a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR141a	vB_Pae_BR141a_taxid_2563493	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563494	Pseudomonas phage vB_Pae_BR141b	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR141b	vB_Pae_BR141b_taxid_2563494	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563495	Pseudomonas phage vB_Pae_BR141c	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Beetrevirus; unclassified Beetrevirus	vB_Pae_BR141c	vB_Pae_BR141c_taxid_2563495	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563496	Pseudomonas phage vB_Pae_BR141d	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	vB_Pae_BR141d	vB_Pae_BR141d_taxid_2563496	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563497	Pseudomonas phage vB_Pae_BR143a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR143a	vB_Pae_BR143a_taxid_2563497	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563498	Pseudomonas phage vB_Pae_BR144a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR144a	vB_Pae_BR144a_taxid_2563498	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563499	Pseudomonas phage vB_Pae_BR150a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hollowayvirus; unclassified Hollowayvirus	vB_Pae_BR150a	vB_Pae_BR150a_taxid_2563499	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563500	Pseudomonas phage vB_Pae_BR153a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR153a	vB_Pae_BR153a_taxid_2563500	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563501	Pseudomonas phage vB_Pae_BR161a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR161a	vB_Pae_BR161a_taxid_2563501	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563502	Pseudomonas phage vB_Pae_BR161b	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	vB_Pae_BR161b	vB_Pae_BR161b_taxid_2563502	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563503	Pseudomonas phage vB_Pae_BR161c	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR161c	vB_Pae_BR161c_taxid_2563503	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563506	Pseudomonas phage vB_Pae_BR178a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR178a	vB_Pae_BR178a_taxid_2563506	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563507	Pseudomonas phage vB_Pae_BR181a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hollowayvirus; unclassified Hollowayvirus	vB_Pae_BR181a	vB_Pae_BR181a_taxid_2563507	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563508	Pseudomonas phage vB_Pae_BR197a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hollowayvirus; unclassified Hollowayvirus	vB_Pae_BR197a	vB_Pae_BR197a_taxid_2563508	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563509	Pseudomonas phage vB_Pae_BR200a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR200a	vB_Pae_BR200a_taxid_2563509	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563510	Pseudomonas phage vB_Pae_BR201a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR201a	vB_Pae_BR201a_taxid_2563510	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563511	Pseudomonas phage vB_Pae_BR204a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR204a	vB_Pae_BR204a_taxid_2563511	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563513	Pseudomonas phage vB_Pae_BR205a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	vB_Pae_BR205a	vB_Pae_BR205a_taxid_2563513	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563514	Pseudomonas phage vB_Pae_BR208a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hollowayvirus; unclassified Hollowayvirus	vB_Pae_BR208a	vB_Pae_BR208a_taxid_2563514	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563515	Pseudomonas phage vB_Pae_BR213a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR213a	vB_Pae_BR213a_taxid_2563515	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563516	Pseudomonas phage vB_Pae_BR228a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hollowayvirus; unclassified Hollowayvirus	vB_Pae_BR228a	vB_Pae_BR228a_taxid_2563516	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2563517	Pseudomonas phage vB_Pae_BR233a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	vB_Pae_BR233a	vB_Pae_BR233a_taxid_2563517	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
