# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13160334_sorted.bam" "SRR13160327_sorted.bam" "SRR13160337_sorted.bam" "SRR13160328_sorted.bam" "SRR13160329_sorted.bam" "SRR13160336_sorted.bam" "SRR13160338_sorted.bam" "SRR13160331_sorted.bam" "SRR13160330_sorted.bam" "SRR13160335_sorted.bam" "SRR13160332_sorted.bam" "SRR13160333_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13160334_sorted.bam	SRR13160327_sorted.bam	SRR13160337_sorted.bam	SRR13160328_sorted.bam	SRR13160329_sorted.bam	SRR13160336_sorted.bam	SRR13160338_sorted.bam	SRR13160331_sorted.bam	SRR13160330_sorted.bam	SRR13160335_sorted.bam	SRR13160332_sorted.bam	SRR13160333_sorted.bam
gene-PA4923	NC_002516.2	5522386	5522973	+	588	23	50	41	158	110	3	15	32	100	18	100	28
gene-PA4924	NC_002516.2	5522986	5523681	-	696	35	115	46	186	168	3	11	34	141	25	120	45
gene-PA4925	NC_002516.2	5523868	5524719	-	852	8	17	7	27	20	1	7	6	20	4	17	11
gene-PA4926	NC_002516.2	5524970	5525905	-	936	6	18	9	22	21	1	4	5	23	2	17	6
gene-PA4927	NC_002516.2	5525905	5528397	-	2493	10	32	13	73	52	1	15	12	54	4	53	11
gene-PA4928	NC_002516.2	5528659	5530902	-	2244	53	198	52	320	245	2	49	53	188	45	204	83
gene-PA4929	NC_002516.2	5530973	5533015	+	2043	11	62	24	90	84	1	11	22	81	6	69	28
gene-PA4930	NC_002516.2	5533017	5534093	-	1077	21	135	46	194	202	1	19	33	145	24	156	32
gene-PA4931	NC_002516.2	5534162	5535556	-	1395	47	180	70	338	335	6	41	69	255	54	334	119
gene-PA4932	NC_002516.2	5535685	5536131	-	447	924	4717	1261	7143	5812	56	863	1340	3049	1051	6630	1687
gene-PA4933	NC_002516.2	5536153	5537022	-	870	693	3791	1040	5627	4493	55	628	1178	5249	844	5459	2121
gene-PA4934	NC_002516.2	5537059	5537289	-	231	752	2709	1109	6120	4229	49	691	1185	2415	1016	6472	2481
gene-PA4935	NC_002516.2	5537319	5537738	-	420	1911	6455	2710	14622	11138	163	2042	2887	6947	2605	15773	4760
gene-PA4936	NC_002516.2	5537953	5538699	-	747	50	201	63	375	390	0	27	107	624	44	644	90
gene-PA4937	NC_002516.2	5538696	5541410	-	2715	133	571	153	1040	923	11	101	244	1422	103	1352	216
gene-PA4937.1	NC_002516.2	5541614	5541700	+	87	549	6753	531	4320	2736	16	295	507	3522	548	2179	1393
gene-PA4937.2	NC_002516.2	5541830	5541916	+	87	175	2218	167	1094	874	3	81	134	828	174	657	559
gene-PA4938	NC_002516.2	5542073	5543365	-	1293	337	1284	362	3198	2217	23	245	523	2004	317	3206	532
gene-PA4939	NC_002516.2	5543417	5544601	-	1185	214	825	300	1375	1196	9	154	299	1188	175	1406	460
gene-PA4940	NC_002516.2	5544636	5544821	-	186	158	634	207	816	843	3	126	183	827	164	919	450
gene-PA4941	NC_002516.2	5544917	5545786	-	870	253	1189	350	1961	1692	15	210	362	1783	214	1966	488
gene-PA4942	NC_002516.2	5545786	5546988	-	1203	368	1581	544	2731	2182	22	330	494	2145	332	2640	609
gene-PA4943	NC_002516.2	5547083	5548384	-	1302	319	1229	437	1963	1584	27	242	403	1379	267	1777	639
gene-PA4944	NC_002516.2	5548397	5548645	-	249	177	889	295	1156	678	20	187	275	767	206	1213	559
gene-PA4945	NC_002516.2	5548751	5549722	-	972	183	827	224	1164	851	7	124	177	770	137	971	361
gene-PA4946	NC_002516.2	5549780	5551681	-	1902	118	707	132	957	812	12	91	172	661	83	641	108
gene-PA4947	NC_002516.2	5551681	5553108	-	1428	247	633	196	1164	850	13	109	191	1310	165	828	311
gene-PA4948	NC_002516.2	5553117	5553584	-	468	182	400	158	894	600	11	87	139	1017	127	625	269
gene-PA4949	NC_002516.2	5553572	5555080	-	1509	46	139	40	324	221	3	21	45	181	22	141	36
gene-PA4950	NC_002516.2	5555162	5556247	+	1086	27	100	20	125	117	2	14	17	112	20	81	31
gene-PA4951	NC_002516.2	5556281	5556823	-	543	25	88	30	112	107	2	13	24	97	18	82	42
gene-PA4952	NC_002516.2	5556935	5557954	+	1020	66	307	93	484	456	7	61	79	1608	61	387	161
gene-PA4953	NC_002516.2	5557958	5559001	-	1044	38	339	45	374	331	0	28	54	259	23	171	73
gene-PA4954	NC_002516.2	5559021	5559872	-	852	5438	158	23	138	148	2	15	25	7098	25	89	48
gene-PA4955	NC_002516.2	5560013	5561524	+	1512	9	35	7	60	50	0	8	12	43	3	23	3
gene-PA4956	NC_002516.2	5561599	5562414	+	816	23	53	20	83	88	2	14	15	67	13	60	17
gene-PA4957	NC_002516.2	5562418	5563287	+	870	17	69	20	81	84	3	9	19	73	19	79	20
gene-PA4958	NC_002516.2	5563605	5565428	+	1824	17	90	21	118	106	1	6	24	146	13	86	18
gene-PA4959	NC_002516.2	5565493	5567568	+	2076	61	357	70	380	396	4	49	63	384	52	295	113
gene-PA4960	NC_002516.2	5567655	5568944	-	1290	82	502	122	710	628	4	68	94	465	72	520	146
gene-PA4961	NC_002516.2	5569090	5570628	+	1539	42	316	52	434	390	2	46	80	296	56	256	88
gene-PA4962	NC_002516.2	5570625	5571161	+	537	14	30	9	47	64	0	10	7	71	9	52	10
gene-PA4963	NC_002516.2	5571219	5571929	-	711	86	526	75	633	540	7	67	110	482	63	365	139
gene-PA4964	NC_002516.2	5572222	5574486	-	2265	202	778	152	1023	890	8	107	214	1257	120	993	315
gene-PA4965	NC_002516.2	5574494	5575018	-	525	17	135	33	217	194	4	16	49	287	16	211	31
gene-PA4966	NC_002516.2	5575015	5576028	-	1014	57	256	50	455	303	2	46	85	451	42	347	34
gene-PA4967	NC_002516.2	5576028	5577917	-	1890	108	792	11349	1382	741	5	85	175	925	96	857	247
gene-PA4968	NC_002516.2	5577929	5578549	-	621	45	245	36	250	235	2	24	41	248	41	200	63
gene-PA4969	NC_002516.2	5578681	5579499	-	819	23	82	21	103	81	1	10	19	107	15	66	22
gene-PA4970	NC_002516.2	5579653	5580111	-	459	15	45	17	66	56	2	8	15	81	7	69	17
gene-PA4971	NC_002516.2	5580102	5580719	-	618	75	222	66	423	321	3	38	77	379	62	368	65
gene-PA4972	NC_002516.2	5580962	5581708	+	747	24	104	32	116	98	2	13	38	251	19	178	66
gene-PA4973	NC_002516.2	5581762	5583645	-	1884	24	106	32	130	67	1	10	24	124	17	117	41
gene-PA4974	NC_002516.2	5584101	5585549	+	1449	89	195	71	325	271	7	43	65	334	73	237	128
gene-PA4975	NC_002516.2	5585615	5586319	-	705	8	81	7	82	76	1	8	12	67	3	40	19
gene-PA4976	NC_002516.2	5586370	5587551	-	1182	7	16	6	27	9	1	6	6	34	1	22	6
gene-PA4977	NC_002516.2	5587574	5589253	-	1680	5	15	8	26	24	0	6	9	27	9	22	7
gene-PA4978	NC_002516.2	5589295	5591385	-	2091	5	7	8	17	18	0	5	6	28	2	17	10
gene-PA4979	NC_002516.2	5591452	5592612	-	1161	6	16	5	28	26	0	6	7	38	3	26	8
gene-PA4980	NC_002516.2	5592633	5593424	-	792	6	8	6	8	4	0	3	0	7	2	7	2
gene-PA4981	NC_002516.2	5593683	5595095	-	1413	4	16	4	25	19	0	1	4	13	6	16	7
gene-PA4982	NC_002516.2	5595279	5597531	-	2253	1734	21	7	28	10	0	6	4	25	3	16	6
gene-PA4983	NC_002516.2	5598308	5599042	-	735	6	71	18	55	56	0	4	12	77	10	47	18
gene-PA4984	NC_002516.2	5599160	5599807	-	648	6	52	10	46	36	0	5	4	41	6	32	12
gene-PA4985	NC_002516.2	5599884	5600975	-	1092	13	32	6	39	23	0	2	5	49	7	29	9
gene-PA4986	NC_002516.2	5601149	5603095	+	1947	15	35	13	5087	58	0	10	11	44	10	36	15
gene-PA4987	NC_002516.2	5603173	5603772	+	600	11	38	14	67	55	1	8	9	65	10	52	17
gene-PA4988	NC_002516.2	5603821	5605098	-	1278	40	118	38	189	152	2	21	23	161	25	118	14
gene-PA4989	NC_002516.2	5605134	5606018	-	885	17	26	11	27	31	0	3	11	48	4	19	19
gene-PA4990	NC_002516.2	5606103	5606435	+	333	5	23	5	28	20	2	2	6	20	6	20	16
gene-PA4991	NC_002516.2	5606496	5607671	+	1176	27	98	44	158	138	5	29	43	125	21	103	46
gene-PA4992	NC_002516.2	5607668	5608480	+	813	10	67	22	93	66	1	7	16	70	11	61	19
gene-PA4993	NC_002516.2	5608649	5609569	+	921	6	32	13	43	25	0	7	2	41	7	27	14
gene-PA4994	NC_002516.2	5609594	5610802	-	1209	9	37	20	43	33	1	3	5	30	4	32	4
gene-PA4995	NC_002516.2	5610851	5612140	-	1290	17	73	21	79	91	0	6	20	90	13	70	15
gene-PA4996	NC_002516.2	5612268	5613692	-	1425	117	530	113	975	846	8	73	149	553	78	611	99
gene-PA4997	NC_002516.2	5613733	5615544	-	1812	131	911	151	1242	1139	7	94	205	1179	116	901	205
gene-PA4998	NC_002516.2	5615652	5616302	+	651	20	91	25	116	118	1	11	23	116	24	95	34
gene-PA4999	NC_002516.2	5616310	5617515	+	1206	45	316	63	299	274	3	26	60	350	43	267	64
gene-PA5000	NC_002516.2	5617534	5618418	-	885	93	805	114	970	681	4	81	133	991	84	758	184
gene-PA5001	NC_002516.2	5618579	5619535	-	957	84	782	101	1014	908	4	67	130	768	59	936	136
gene-PA5002	NC_002516.2	5619608	5621026	-	1419	106	869	119	1210	1302	8	87	171	1043	89	778	123
gene-PA5003	NC_002516.2	5621030	5621926	-	897	81	560	85	721	608	4	49	105	558	40	506	108
gene-PA5004	NC_002516.2	5621920	5623056	-	1137	160	804	179	1156	1022	7	115	175	976	100	824	256
gene-PA5005	NC_002516.2	5623040	5624797	-	1758	212	1082	246	1646	1371	15	208	345	1429	204	1500	415
gene-PA5006	NC_002516.2	5624901	5626379	-	1479	181	629	119	1013	757	11	90	153	903	144	673	257
gene-PA5007	NC_002516.2	5626376	5627134	-	759	36	314	58	424	388	5	39	54	270	37	267	57
gene-PA5008	NC_002516.2	5627131	5627865	-	735	39	298	52	378	321	4	40	54	289	34	248	56
gene-PA5009	NC_002516.2	5627865	5628671	-	807	31	183	41	320	264	2	40	45	213	26	234	47
gene-PA5010	NC_002516.2	5628668	5629789	-	1122	67	361	90	509	470	4	48	104	416	50	339	114
gene-PA5011	NC_002516.2	5629786	5630853	-	1068	39	247	47	300	290	3	42	71	226	29	220	78
gene-PA5012	NC_002516.2	5630850	5631887	-	1038	74	399	81	468	504	5	56	89	391	59	409	134
gene-PA5013	NC_002516.2	5631947	5632870	-	924	256	1035	337	1605	2433	28	245	349	1498	267	1794	650
gene-PA5014	NC_002516.2	5632926	5635874	-	2949	176	733	223	1021	910	12	135	253	858	180	1022	403
gene-PA5015	NC_002516.2	5636156	5638804	+	2649	165	2160	299	3333	2176	39	244	288	1050	236	1203	243
gene-PA5016	NC_002516.2	5638949	5640592	+	1644	89	875	140	1486	992	19	117	178	679	92	725	189
gene-PA5017	NC_002516.2	5641010	5643709	+	2700	33	140	47	187	185	1	15	21	168	24	116	48
gene-PA5018	NC_002516.2	5643803	5644450	+	648	21	82	28	137	141	2	27	30	94	31	120	47
gene-PA5019	NC_002516.2	5644454	5645290	-	837	104	263	111	433	433	4	74	75	260	81	346	120
gene-PA5020	NC_002516.2	5645593	5647395	+	1803	14	35	14	79	55	1	4	19	77	20	64	24
gene-PA5021	NC_002516.2	5647814	5649430	+	1617	9	107	16	98	91	1	6	15	76	10	60	14
gene-PA5022	NC_002516.2	5649522	5652878	+	3357	26	125	33	136	111	2	22	21	161	22	81	50
gene-PA5023	NC_002516.2	5652945	5654405	+	1461	17	41	20	39	35	1	7	7	43	6	22	18
gene-PA5024	NC_002516.2	5654556	5655527	+	972	19	45	17	124	37	0	7	4	19	7	13	35
gene-PA5025	NC_002516.2	5655648	5656925	+	1278	6	28	10	51	30	1	12	16	43	11	43	23
gene-PA5026	NC_002516.2	5657016	5657468	+	453	2	11	3	13	4	0	3	1	15	2	6	9
gene-PA5027	NC_002516.2	5657581	5658396	+	816	13	115	17	113	81	0	8	10	53	5	43	16
gene-PA5028	NC_002516.2	5658418	5659185	-	768	51	317	54	350	215	4	38	43	190	44	198	94
gene-PA5029	NC_002516.2	5659276	5660181	-	906	10	57	8	60	32	2	8	9	31	1	19	3
gene-PA5030	NC_002516.2	5660357	5661673	+	1317	8	69	6	83	56	1	4	4	22	4	12	12
gene-PA5031	NC_002516.2	5661701	5662630	-	930	13	13	9	22	13	0	6	4	31	6	22	14
gene-PA5032	NC_002516.2	5662742	5663815	+	1074	6	17	6	10	8	0	0	2	19	7	15	8
gene-PA5033	NC_002516.2	5663889	5664869	+	981	32	40	39	67	64	1	19	9	104	11	134	26
gene-PA5034	NC_002516.2	5664990	5666057	-	1068	25	183	40	296	268	1	35	20	146	28	168	60
gene-PA5035	NC_002516.2	5666234	5667667	-	1434	61	260	68	375	347	4	49	67	458	56	401	113
gene-PA5036	NC_002516.2	5667696	5672141	-	4446	189	946	208	1027	981	10	118	288	1369	200	1342	647
gene-PA5037	NC_002516.2	5672366	5674021	-	1656	89	585	101	646	494	4	71	130	640	86	547	205
gene-PA5038	NC_002516.2	5674028	5675134	-	1107	97	527	144	786	665	4	98	127	679	113	647	199
gene-PA5039	NC_002516.2	5675184	5675702	-	519	90	637	86	543	492	6	55	99	476	58	411	190
gene-PA5040	NC_002516.2	5675714	5677858	-	2145	453	1485	532	2633	2059	43	438	481	2607	436	2997	868
gene-PA5041	NC_002516.2	5677912	5678436	-	525	167	548	170	950	713	7	145	185	819	168	910	297
gene-PA5042	NC_002516.2	5678433	5679056	-	624	111	409	112	607	413	1	84	108	500	104	561	240
gene-PA5043	NC_002516.2	5679053	5679649	-	597	116	453	114	709	426	5	87	116	488	106	611	239
gene-PA5044	NC_002516.2	5679649	5680713	-	1065	197	951	231	1171	782	13	156	180	994	188	932	512
gene-PA5045	NC_002516.2	5680898	5683366	+	2469	178	550	137	777	450	11	97	100	561	171	458	445
gene-PA5046	NC_002516.2	5683471	5684739	-	1269	201	972	272	1611	1210	26	179	369	986	243	1811	509
gene-PA5047	NC_002516.2	5684842	5686281	-	1440	90	399	85	510	498	4	68	91	422	66	433	120
gene-PA5048	NC_002516.2	5686278	5687045	-	768	138	272	125	545	522	10	76	109	455	117	559	168
gene-PA5049	NC_002516.2	5687105	5687320	-	216	1527	6460	1933	11157	9974	69	1176	8496	11246	1212	8717	2256
gene-PA5050	NC_002516.2	5687496	5689715	+	2220	12	58	22	87	82	0	10	15	71	10	51	1720
gene-PA5051	NC_002516.2	5689964	5691727	+	1764	70	331	66	450	392	11	41	96	418	51	319	134
gene-PA5052	NC_002516.2	5691762	5692457	+	696	6	58	12	72	58	4	6	8	46	8	44	10
gene-PA5053	NC_002516.2	5692576	5693109	+	534	46	42	45	103	53	4	29	32	92	39	107	69
gene-PA5054	NC_002516.2	5693138	5694481	+	1344	122	124	132	402	176	18	95	125	190	128	356	169
gene-PA5055	NC_002516.2	5694576	5694947	+	372	10	39	14	65	32	0	10	14	37	9	41	14
gene-PA5056	NC_002516.2	5695366	5697045	+	1680	21	78	20	60	54	1	14	17	55	13	52	42
gene-PA5057	NC_002516.2	5697198	5698055	+	858	12	23	11	33	15	0	3	3	34	8	26	8
gene-PA5058	NC_002516.2	5698359	5700041	+	1683	22	65	22	94	39	3	10	17	103	16	52	49
gene-PA5059	NC_002516.2	5700097	5700714	+	618	22	33	19	65	38	1	4	15	89	10	86	25
gene-PA5060	NC_002516.2	5700758	5701687	-	930	305	861	307	1030	676	22	163	352	1587	366	1676	1088
gene-PA5061	NC_002516.2	5701698	5702114	-	417	315	865	314	1006	714	23	180	343	2052	416	1837	1120
gene-PA5062	NC_002516.2	5702258	5702533	-	276	113	303	90	918	897	7	74	123	1092	59	669	81
gene-PA5063	NC_002516.2	5702669	5703439	+	771	19	88	24	146	153	3	12	23	99	19	106	30
gene-PA5064	NC_002516.2	5703454	5704080	+	627	13	47	19	107	119	1	13	17	85	14	62	13
gene-PA5065	NC_002516.2	5704077	5705678	+	1602	20	202	17	216	177	1	21	18	189	17	126	40
gene-PA5066	NC_002516.2	5705794	5706198	+	405	68	264	62	420	407	2	39	61	396	52	364	97
gene-PA5067	NC_002516.2	5706191	5706526	+	336	17	187	28	190	164	3	15	35	109	28	173	70
gene-PA5068	NC_002516.2	5706552	5706800	+	249	47	162	31	227	212	1	26	50	200	28	173	56
gene-PA5069	NC_002516.2	5706814	5707239	+	426	21	70	15	96	98	2	16	28	97	7	66	26
gene-PA5070	NC_002516.2	5707236	5708039	+	804	15	93	20	117	139	3	13	20	126	13	88	22
gene-PA5071	NC_002516.2	5708036	5708743	+	708	9	67	9	55	100	1	7	12	81	8	73	19
gene-PA5072	NC_002516.2	5708955	5710898	+	1944	13	55	22	109	90	3	21	15	47	12	53	20
gene-PA5073	NC_002516.2	5711008	5711469	+	462	14	68	17	92	70	0	7	8	71	16	52	22
gene-PA5074	NC_002516.2	5711477	5712211	-	735	31	145	34	217	215	1	25	33	189	19	187	35
gene-PA5075	NC_002516.2	5712204	5713166	-	963	53	179	40	280	249	5	26	53	187	38	242	63
gene-PA5076	NC_002516.2	5713232	5714032	-	801	66	240	109	414	283	5	65	85	321	80	482	178
gene-PA5077	NC_002516.2	5714270	5716855	-	2586	75	288	67	491	412	8	58	128	540	51	551	119
gene-PA5078	NC_002516.2	5716848	5718425	-	1578	62	295	77	366	315	5	37	113	507	47	485	166
gene-PA5079	NC_002516.2	5718882	5719319	-	438	10	71	14	76	67	0	15	12	46	11	41	14
gene-PA5080	NC_002516.2	5719316	5720287	-	972	27	129	25	156	152	2	21	19	100	21	111	34
gene-PA5081	NC_002516.2	5720469	5720945	+	477	5	46	8	30	20	0	1	3	36	2	26	20
gene-PA5082	NC_002516.2	5720950	5721849	-	900	5	25	7	29	19	2	5	5	31	3	37	12
gene-PA5083	NC_002516.2	5721892	5722242	-	351	4	6	4	19	14	0	4	4	10	2	11	5
gene-PA5084	NC_002516.2	5722267	5723517	-	1251	4	19	3	24	18	0	3	4	21	3	9	5
gene-PA5085	NC_002516.2	5723582	5724538	+	957	27	73	14	99	110	0	8	16	136	17	83	24
gene-PA5087	NC_002516.2	5725479	5726348	-	870	10	101	14	42	24	0	3	9	53	7	38	33
gene-PA5088	NC_002516.2	5726357	5727238	-	882	5	35	5	32	11	0	5	5	40	9	49	14
gene-PA5089	NC_002516.2	5727239	5729476	-	2238	11	35	13	53	36	0	4	10	57	8	51	26
gene-PA5090	NC_002516.2	5729473	5731845	-	2373	9	23	12	46	48	0	4	5	52	7	29	11
gene-PA5091	NC_002516.2	5732116	5732916	-	801	4	15	3	23	11	0	3	10	27	3	20	7
gene-PA5092	NC_002516.2	5732909	5734117	-	1209	8	24	7	36	22	0	9	10	49	7	27	10
gene-PA5093	NC_002516.2	5734114	5735646	-	1533	6	16	5	32	38	0	9	9	31	1	22	8
gene-PA5094	NC_002516.2	5735643	5736473	-	831	8	21	6	33	20	0	5	4	26	4	20	15
gene-PA5095	NC_002516.2	5736470	5737321	-	852	5	18	4	30	12	0	1	4	12	2	16	2
gene-PA5096	NC_002516.2	5737346	5738314	-	969	6	12	10	20	17	0	2	0	15	2	17	2
gene-PA5097	NC_002516.2	5738432	5739835	-	1404	7	11	3	14	15	0	2	3	30	2	7	8
gene-PA5098	NC_002516.2	5739898	5741427	-	1530	4	12	1	15	12	0	1	6	22	2	9	7
gene-PA5099	NC_002516.2	5741524	5742966	-	1443	6	11	2	19	12	0	1	3	21	7	9	7
gene-PA5100	NC_002516.2	5743074	5744753	-	1680	9	29	15	38	36	2	4	5	52	6	19	15
gene-PA5101	NC_002516.2	5745079	5745876	-	798	6	11	5	25	24	0	1	1	12	4	10	6
gene-PA5102	NC_002516.2	5745895	5746833	-	939	4	20	5	27	17	0	2	0	10	5	5	6
gene-PA5103	NC_002516.2	5746849	5747871	-	1023	3	36	7	61	30	2	6	4	27	15	10	12
gene-PA5104	NC_002516.2	5748013	5748603	-	591	3	16	4	26	13	0	6	4	13	2	15	2
gene-PA5105	NC_002516.2	5748600	5749352	-	753	11	31	18	61	43	1	6	11	47	10	59	7
gene-PA5106	NC_002516.2	5749453	5750814	+	1362	15	38	34	70	73	0	18	20	127	7	85	19
gene-PA5107	NC_002516.2	5750961	5751530	-	570	74	195	90	252	242	3	31	85	550	47	477	159
gene-PA5108	NC_002516.2	5751527	5751784	-	258	31	86	47	135	113	3	8	39	251	25	215	75
gene-PA5109	NC_002516.2	5751857	5752459	-	603	28	696	22	243	264	3	14	40	194	20	174	33
gene-PA5110	NC_002516.2	5752464	5753474	-	1011	79	601	96	5354	710	7	52	106	621	82	548	134
gene-PA5111	NC_002516.2	5753614	5754144	-	531	18	225	22	134	143	1	27	37	138	24	184	98
gene-PA5112	NC_002516.2	5754298	5756238	-	1941	69	238	66	241	267	3	43	64	312	52	324	110
gene-PA5113	NC_002516.2	5756347	5757741	-	1395	65	281	58	336	361	2	26	60	302	35	316	59
gene-PA5114	NC_002516.2	5757738	5761343	-	3606	73	433	70	410	390	0	27	80	412	36	274	67
gene-PA5115	NC_002516.2	5761482	5762066	-	585	4	3	0	16	12	1	2	1	17	4	15	2
gene-PA5116	NC_002516.2	5762150	5762575	+	426	10	18	5	33	25	0	3	8	18	6	24	3
gene-PA5117	NC_002516.2	5762659	5764476	-	1818	230	1132	266	5363	2348	22	181	488	1584	223	2799	406
gene-PA5118	NC_002516.2	5764693	5766147	-	1455	109	970	169	1179	1255	8	95	115	640	96	656	187
gene-PA5119	NC_002516.2	5766484	5767893	+	1410	68	446	74	526	858	14	59	159	641	116	448	128
gene-PA5120	NC_002516.2	5768041	5768445	+	405	12	28	7	66	63	0	10	8	62	11	46	8
gene-PA5121	NC_002516.2	5768442	5770649	-	2208	32	125	33	176	151	3	24	38	178	21	137	46
gene-PA5122	NC_002516.2	5770937	5771458	+	522	10	50	10	49	28	1	8	6	35	3	23	13
gene-PA5123	NC_002516.2	5771455	5772027	+	573	7	27	8	46	28	2	7	5	30	3	37	5
gene-PA5124	NC_002516.2	5772298	5773374	+	1077	12	51	12	54	84	0	6	8	39	6	21	17
gene-PA5125	NC_002516.2	5773377	5774807	+	1431	39	99	22	137	184	1	15	31	155	21	95	41
gene-PA5126	NC_002516.2	5775620	5776087	-	468	25	69	22	83	90	2	12	20	117	19	97	37
gene-PA5127	NC_002516.2	5776086	5776547	+	462	19	57	22	93	102	3	12	14	88	16	117	34
gene-PA5128	NC_002516.2	5776606	5777097	-	492	41	219	54	363	307	5	47	79	307	66	349	91
gene-PA5129	NC_002516.2	5777134	5777388	-	255	34	128	30	230	218	6	26	64	240	32	258	47
gene-PA5130	NC_002516.2	5777390	5777809	-	420	62	182	43	250	273	3	46	72	287	45	286	58
gene-PA5131	NC_002516.2	5778134	5779681	+	1548	43	288	63	372	312	8	40	93	336	67	308	92
gene-PA5132	NC_002516.2	5779995	5780813	+	819	3	15	7	20	17	2	1	7	23	7	7	5
gene-PA5133	NC_002516.2	5780963	5782249	+	1287	28	196	22	233	169	3	27	57	200	39	159	62
gene-PA5134	NC_002516.2	5782278	5783588	+	1311	45	183	39	238	204	3	18	43	261	32	183	57
gene-PA5135	NC_002516.2	5783588	5784361	+	774	15	47	10	83	78	1	14	15	63	12	46	10
gene-PA5136	NC_002516.2	5784430	5785911	+	1482	64	284	56	319	346	4	31	78	332	41	247	54
gene-PA5137	NC_002516.2	5785948	5786703	-	756	29	155	29	151	126	5	17	39	181	21	148	68
gene-PA5138	NC_002516.2	5786853	5787605	-	753	39	234	51	267	240	4	38	58	285	37	276	108
gene-PA5139	NC_002516.2	5787696	5788442	-	747	38	169	49	307	283	3	50	53	267	67	311	75
gene-PA5140	NC_002516.2	5788614	5789384	-	771	46	231	61	372	358	2	34	70	341	38	367	68
gene-PA5141	NC_002516.2	5789395	5790132	-	738	49	239	50	370	306	7	47	77	314	40	367	85
gene-PA5142	NC_002516.2	5790445	5791086	-	642	56	202	72	353	357	3	52	71	284	52	355	76
gene-PA5143	NC_002516.2	5791083	5791676	-	594	87	298	86	579	500	6	76	103	435	76	510	131
gene-PA5144	NC_002516.2	5791837	5792235	+	399	1	5	2	6	1	0	0	5	1	0	2	2
gene-PA5145	NC_002516.2	5792505	5793611	+	1107	11	40	13	56	39	0	10	6	65	13	39	11
gene-PA5146	NC_002516.2	5793705	5795957	+	2253	61	201	53	346	292	6	47	55	309	32	263	71
gene-PA5147	NC_002516.2	5795954	5797021	+	1068	40	186	42	220	188	2	27	44	182	22	184	42
gene-PA5148	NC_002516.2	5797065	5797337	+	273	13	59	15	76	55	3	11	24	59	14	76	20
gene-PA5149	NC_002516.2	5797365	5798447	+	1083	8	38	8	82	78	0	5	9	68	8	41	8
gene-PA5149.1	NC_002516.2	5798560	5798635	+	76	5	60	4	38	25	1	4	5	37	5	21	44
gene-PA5150	NC_002516.2	5798693	5799430	-	738	71	208	43	239	197	0	44	40	150	62	186	114
gene-PA5151	NC_002516.2	5799589	5800278	+	690	7	22	6	31	22	1	5	5	19	4	17	9
gene-PA5152	NC_002516.2	5800527	5801300	+	774	39	138	26	141	115	0	17	20	147	34	96	59
gene-PA5153	NC_002516.2	5801315	5802067	+	753	30	72	30	109	92	4	20	51	250	33	185	75
gene-PA5154	NC_002516.2	5802129	5802824	+	696	12	28	6	40	36	0	13	15	91	9	31	16
gene-PA5155	NC_002516.2	5802821	5803513	+	693	11	22	13	41	34	1	10	8	96	10	66	18
gene-PA5156	NC_002516.2	5803582	5804802	+	1221	7	60	8	68	70	0	4	10	50	12	44	25
gene-PA5157	NC_002516.2	5805206	5805676	+	471	1	17	1	25	16	0	0	0	15	2	11	4
gene-PA5158	NC_002516.2	5805680	5807158	+	1479	13	36	13	46	26	2	3	9	31	8	24	15
gene-PA5159	NC_002516.2	5807173	5808357	+	1185	12	19	15	36	14	0	9	5	34	6	18	6
gene-PA5160	NC_002516.2	5808368	5809897	+	1530	8	34	6	36	31	1	2	6	34	9	22	6
gene-PA5160.1	NC_002516.2	5809970	5810045	+	76	9	21	5	17	10	0	0	4	20	1	8	9
gene-PA5161	NC_002516.2	5810281	5811339	+	1059	39	234	53	316	293	2	29	60	266	44	224	74
gene-PA5162	NC_002516.2	5811336	5812244	+	909	38	202	45	356	376	3	22	48	295	30	209	42
gene-PA5163	NC_002516.2	5812241	5813122	+	882	38	254	50	330	295	4	32	54	245	34	229	66
gene-PA5164	NC_002516.2	5813122	5813667	+	546	15	152	16	181	165	0	15	27	149	22	154	59
gene-PA5165	NC_002516.2	5813727	5815565	+	1839	21	121	28	136	107	2	17	25	115	12	82	25
gene-PA5166	NC_002516.2	5815562	5816950	+	1389	12	92	25	152	122	3	13	28	128	17	76	18
gene-PA5167	NC_002516.2	5817191	5818186	+	996	239	150	141	187	286	4	95	156	697	183	850	625
gene-PA5168	NC_002516.2	5818202	5818834	+	633	31	27	24	44	50	0	15	21	151	22	132	85
gene-PA5169	NC_002516.2	5818831	5820114	+	1284	27	39	25	39	56	0	19	19	156	33	127	127
gene-PA5170	NC_002516.2	5820910	5822358	+	1449	18	927	13	612	402	4	7	34	257	11	85	22
gene-PA5171	NC_002516.2	5822380	5823636	+	1257	78	184	39	79	99	2	9	378	1135	38	487	150
gene-PA5172	NC_002516.2	5823716	5824726	+	1011	182	60	47	36	86	3	16	677	1414	79	1019	328
gene-PA5173	NC_002516.2	5824787	5825719	+	933	217	36	91	37	39	10	32	516	1083	67	769	320
